"","LEA2","Name","Address","x1","district_name","district_enrollment","district_percent_gifted_and_talented","district_percent_special_education","district_percent_homeless","district_percent_lep","district_percent_frl","district_percent_white","district_percent_hispanic","district_percent_black","district_percent_other_races","district_overall_percent_minority","region","is_charter","district_lea","LEA","lon","lat"
"225",406000,"SILOAM SPRINGS SCHOOL DISTRICT","847 South Dogwood
Siloam Springs
AR - 72761",228,"SILOAM SPRINGS SCHOOL DISTRICT",4274,0.0629386991109031,0.131492746841366,0.0219934487599438,0.173139915769771,0.540009358914366,0.558727187646233,0.296677585400094,0.0112306972391203,0.133364529714553,0.441272812353767,1,0,406000,"406000",-94.5548269,36.1772388
"226",3806000,"SLOAN-HENDRIX SCHOOL DISTRICT","#1 Greyhound Cir
Imboden
AR - 72434",229,"SLOAN-HENDRIX SCHOOL DISTRICT",712,0.0884831460674157,0.126404494382022,0.0786516853932584,0.00140449438202247,0.700842696629214,0.956460674157303,0.0182584269662921,0.00421348314606742,0.0210674157303371,0.0435393258426966,2,0,3806000,"3806000",NA,NA
"227",7008000,"SMACKOVER-NORPHLET SCHOOL DISTRICT","Po Box 109
Smackover
AR - 71762",230,"SMACKOVER-NORPHLET SCHOOL DISTRICT",1108,0.0965703971119134,0.0956678700361011,0.00631768953068592,0.0189530685920578,0.504512635379061,0.770758122743682,0.0342960288808664,0.172382671480144,0.0225631768953069,0.229241877256318,4,0,7008000,"7008000",-92.7248822,33.3648455
"228",1507000,"SOUTH CONWAY COUNTY SCHOOL DISTRICT","704 E Church Steet
Morrilton
AR - 72110",231,"SOUTH CONWAY COUNTY SCHOOL DISTRICT",2254,0.0692102928127773,0.137089618456078,0.0891748003549246,0.0319432120674357,0.739130434782609,0.698314108251996,0.0749778172138421,0.161047027506655,0.0656610470275066,0.301685891748004,1,0,1507000,"1507000",-92.7378446,35.1498482
"229",5504000,"SOUTH PIKE COUNTY SCHOOL DISTRICT","605 Third Ave
Murfreesboro
AR - 71958",232,"SOUTH PIKE COUNTY SCHOOL DISTRICT",676,0.0976331360946746,0.180473372781065,0.0931952662721894,0.0133136094674556,0.705621301775148,0.841715976331361,0.0517751479289941,0.0695266272189349,0.0369822485207101,0.158284023668639,4,0,5504000,"5504000",-93.687349,34.0576978
"230",7105000,"SOUTH SIDE SCHOOL DISTRICT(VANBUREN)","334 Southside Road
Bee Branch
AR - 72013",233,"SOUTH SIDE SCHOOL DISTRICT(VANBUREN)",527,0.140417457305503,0.189753320683112,0.0303605313092979,0,0.586337760910816,0.925996204933586,0.0227703984819734,0.00569259962049336,0.0455407969639469,0.0740037950664137,1,0,7105000,"7105000",-92.3875303,35.4295294
"231",3543700,"SOUTHEAST ARKANSAS PREPARATORY HIGH SCHOOL","1501 West 73Rd Ave
Pine Bluff
AR - 71603",234,"SOUTHEAST ARKANSAS PREPARATORY HIGH S",83,0,0,0,0,0.698795180722892,0.0481927710843374,0,0.927710843373494,0.0240963855421687,0.951807228915663,3,1,3543700,"3543700",-92.0169109,34.152859
"232",3209000,"SOUTHSIDE SCHOOL DISTRICT (INDEPENDENCE)","70 Scott Drive
Batesville
AR - 72501",235,"SOUTHSIDE SCHOOL DISTRICT (INDEPENDEN",1979,0.0460060667340748,0.166329625884732,0.0283114256825076,0.0212335692618807,0.6088933804952,0.902475997978777,0.0611419909044972,0.0131379484588176,0.023244062657908,0.0975240020212228,2,0,3209000,"3209000",-91.6276485,35.6998493
"233",2906000,"SPRING HILL SCHOOL DISTRICT","633 Hwy 355 W
Hope
AR - 71801",236,"SPRING HILL SCHOOL DISTRICT",611,0.126022913256956,0.0851063829787234,0.0016366612111293,0.0261865793780687,0.479541734860884,0.854337152209493,0.0474631751227496,0.00818330605564648,0.0900163666121113,0.145662847790507,4,0,2906000,"2906000",-93.6529751,33.583886
"234",7207000,"SPRINGDALE SCHOOL DISTRICT","804 W Johnson Ave
Springdale
AR - 72765-8",237,"SPRINGDALE SCHOOL DISTRICT",21962,0.104778825566033,0.103731037310373,0.0102956585121407,0.375427087604209,0.704944904835625,0.33603496949276,0.475047809853383,0.0238138603041617,0.165103360349695,0.66396503050724,1,0,7207000,"7207000",-94.1376624,36.1871817
"235",4003000,"STAR CITY SCHOOL DISTRICT","206 Cleveland Street
Star City
AR - 71667",238,"STAR CITY SCHOOL DISTRICT",1488,0.0685483870967742,0.103494623655914,0.00739247311827957,0.0463709677419355,0.635752688172043,0.698252688172043,0.0813172043010753,0.184811827956989,0.0356182795698925,0.301747311827957,5,0,4003000,"4003000",-91.8414552,33.9407377
"236",7009000,"STRONG-HUTTIG SCHOOL DISTRICT","736 South Concord
Strong
AR - 71765",239,"STRONG-HUTTIG SCHOOL DISTRICT",286,0.13986013986014,0.143356643356643,0,0,0.940559440559441,0.227272727272727,0.041958041958042,0.727272727272727,0.0034965034965035,0.772727272727273,4,0,7009000,"7009000",-92.3568826,33.1055187
"237",104000,"STUTTGART SCHOOL DISTRICT","2501 S Main
Stuttgart
AR - 72160",240,"STUTTGART SCHOOL DISTRICT",1553,0.1248382923674,0.147477360931436,0.0271668822768435,0.0446313065976714,0.639407598197038,0.431423052157115,0.068254990341275,0.448164842240824,0.0521571152607856,0.568576947842885,5,0,104000,"104000",-91.5522678,34.4764561
"238",4605000,"TEXARKANA SCHOOL DISTRICT","3512 Grand Ave.
Texarkana
AR - 71854",241,"TEXARKANA SCHOOL DISTRICT",4044,0.0783877349159248,0.111028684470821,0.00816023738872404,0.0148367952522255,0.712413452027695,0.364985163204748,0.0514342235410485,0.533630069238378,0.0499505440158259,0.635014836795252,4,0,4605000,"4605000",-94.0322286,33.4571904
"239",6058700,"THE EXCEL CENTER","7400 Scott Hamilton
Little Rock
AR - 72209",242,"THE EXCEL CENTER",102,NA,NA,NA,NA,0,0.107843137254902,0.0784313725490196,0.803921568627451,0.00980392156862745,0.892156862745098,3,1,6058700,"6058700",-92.3230866,34.6819198
"240",5605000,"TRUMANN SCHOOL DISTRICT","221 Pine Avenue
Trumann
AR - 72472",243,"TRUMANN SCHOOL DISTRICT",1491,0.0864864864864865,0.172297297297297,0.0804054054054054,0.0222972972972973,0.740442655935614,0.757880617035547,0.0724346076458753,0.128772635814889,0.0409121395036888,0.242119382964453,2,0,5605000,"5605000",-90.5178817,35.6734382
"241",7510000,"TWO RIVERS SCHOOL DISTRICT","17727 East State Hwy 28
Ola
AR - 72853",244,"TWO RIVERS SCHOOL DISTRICT",859,0.142025611175786,0.187427240977881,0.0838183934807916,0.0628637951105937,0.810244470314319,0.823050058207218,0.132712456344587,0.010477299185099,0.0337601862630966,0.176949941792782,1,0,7510000,"7510000",-93.272946,35.0108998
"242",505000,"VALLEY SPRINGS SCHOOL DISTRICT","7349 School St
Valley Springs
AR - 72682",245,"VALLEY SPRINGS SCHOOL DISTRICT",841,0.0880952380952381,0.104761904761905,0.00476190476190476,0.00714285714285714,0.428061831153389,0.953626634958383,0.0202140309155767,0.00475624256837099,0.0214030915576694,0.0463733650416171,1,0,505000,"505000",-92.9935783,36.157745
"243",1612000,"VALLEY VIEW SCHOOL DISTRICT","2131 Valley View Dr
Jonesboro
AR - 72404",246,"VALLEY VIEW SCHOOL DISTRICT",2783,0.0589503953989935,0.12508986340762,0.01294033069734,0.0190510424155284,0.245059288537549,0.877470355731225,0.0431189363995688,0.0384477182896155,0.0409629895795904,0.122529644268775,2,0,1612000,"1612000",-90.7420877,35.776998
"244",1705000,"VAN BUREN SCHOOL DISTRICT","2221 Pointer Trail
Van Buren
AR - 72956-2336",247,"VAN BUREN SCHOOL DISTRICT",5732,0.0738091083580527,0.129645786075728,0.00610713662537079,0.0987611237131391,0.594207955338451,0.691032798325192,0.178820655966504,0.0268667131891137,0.103279832519191,0.308967201674808,1,0,1705000,"1705000",-94.3350474,35.4589313
"245",2307000,"VILONIA SCHOOL DISTRICT","1164B Maint St
Vilonia
AR - 72173",248,"VILONIA SCHOOL DISTRICT",3050,0.0734426229508197,0.158360655737705,0.0829508196721312,0.019672131147541,0.418032786885246,0.924262295081967,0.0468852459016393,0.019016393442623,0.00983606557377049,0.0757377049180328,3,0,2307000,"2307000",-92.1967215,35.0842742
"246",2503000,"VIOLA SCHOOL DISTRICT","315 Longhorn Dr
Viola
AR - 72583",249,"VIOLA SCHOOL DISTRICT",376,0.11968085106383,0.162234042553191,0.0132978723404255,0,0.678191489361702,0.970744680851064,0.0132978723404255,0.00265957446808511,0.0132978723404255,0.0292553191489362,2,0,2503000,"2503000",-91.9856019,36.3959813
"247",6401000,"WALDRON SCHOOL DISTRICT","1560 W. Sixth St.
Waldron
AR - 72958",250,"WALDRON SCHOOL DISTRICT",1435,0.0696864111498258,0.133797909407666,0.0299651567944251,0.0857142857142857,0.750522648083624,0.741463414634146,0.167247386759582,0.00696864111498258,0.0843205574912892,0.258536585365854,1,0,6401000,"6401000",-94.1083893,34.8973739
"248",602000,"WARREN SCHOOL DISTRICT","408 Cherry St
Warren
AR - 71671",251,"WARREN SCHOOL DISTRICT",1569,0.137029955385596,0.117272147864882,0.00382409177820268,0.0936902485659656,0.722115997450606,0.394518801784576,0.245379222434672,0.337794773741236,0.0223072020395156,0.605481198215424,5,0,602000,"602000",-92.0684347,33.6184531
"249",3509000,"WATSON CHAPEL SCHOOL DISTRICT","4100 Camden Road
Pine Bluff
AR - 71603",252,"WATSON CHAPEL SCHOOL DISTRICT",2472,0.0696074463779846,0.0857952246054229,0.0109267503035208,0.0117361392148928,0.786812297734628,0.147249190938511,0.0194174757281553,0.816747572815534,0.0165857605177994,0.852750809061489,3,0,3509000,"3509000",-92.0684279,34.1876332
"250",7208000,"WEST FORK SCHOOL DISTRICT","359 School Ave.
West Fork
AR - 72774",253,"WEST FORK SCHOOL DISTRICT",961,0.103017689906348,0.169614984391259,0.0270551508844953,0.0124869927159209,0.533818938605619,0.860561914672216,0.0582726326742976,0.00624349635796046,0.0749219562955255,0.139438085327784,1,0,7208000,"7208000",-94.1931232,35.9248916
"251",1803000,"WEST MEMPHIS SCHOOL DISTRICT","Post Office Box 826
West Memphis
AR - 72303",254,"WEST MEMPHIS SCHOOL DISTRICT",5285,0.0486558121923514,0.119083680424082,0.0126845891707686,0.00265051117001136,0.726206244087039,0.213434247871334,0.0177861873226112,0.75685903500473,0.0119205298013245,0.786565752128666,2,0,1803000,"1803000",-90.1769313,35.1508874
"252",1204000,"WEST SIDE SCHOOL DIST(CLEBURNE)","7295 Greers Ferry Rd
Greers Ferry
AR - 72067",255,"WEST SIDE SCHOOL DIST(CLEBURNE)",460,0.11304347826087,0.193478260869565,0.18695652173913,0,0.717391304347826,0.980434782608696,0.0130434782608696,0.00434782608695652,0.00217391304347826,0.0195652173913043,2,0,1204000,"1204000",-92.1663,35.5810587
"253",7509000,"WESTERN YELL CO. SCHOOL DIST.","#1 Wolverine Dr
Havana
AR - 72842",256,"WESTERN YELL CO. SCHOOL DIST.",342,0.0584795321637427,0.178362573099415,0.0350877192982456,0.184210526315789,0.874269005847953,0.719298245614035,0.192982456140351,0.0116959064327485,0.0760233918128655,0.280701754385965,1,0,7509000,"7509000",NA,NA
"254",1602000,"WESTSIDE CONS. SCH DIST(CRAIGH","1630 Hwy 91 W
Jonesboro
AR - 72404",257,"WESTSIDE CONS. SCH DIST(CRAIGH",1732,0.0531791907514451,0.157225433526012,0.0069364161849711,0.00520231213872832,0.527713625866051,0.928406466512702,0.0392609699769053,0.0144341801385681,0.0178983833718245,0.0715935334872979,2,0,1602000,"1602000",-90.8050027,35.8559823
"255",3606000,"WESTSIDE SCHOOL DIST(JOHNSON)","122 Thompson St
Hartman
AR - 72840",258,"WESTSIDE SCHOOL DIST(JOHNSON)",634,0.0616113744075829,0.184834123222749,0.018957345971564,0.0110584518167457,0.755520504731861,0.935331230283912,0.0315457413249211,0.00315457413249211,0.0299684542586751,0.0646687697160883,1,0,3606000,"3606000",-93.618446,35.433062
"256",7304000,"WHITE CO. CENTRAL SCHOOL DIST.","3259 Highway 157
Judsonia
AR - 72081",259,"WHITE CO. CENTRAL SCHOOL DIST.",754,0.096816976127321,0.149867374005305,0.0729442970822281,0.0862068965517241,0.664456233421751,0.840848806366048,0.129973474801061,0.0013262599469496,0.0278514588859416,0.159151193633952,2,0,7304000,"7304000",-91.6769171,35.3575912
"257",3510000,"WHITE HALL SCHOOL DISTRICT","1020 W. Holland Ave.
White Hall
AR - 71602",260,"WHITE HALL SCHOOL DISTRICT",2971,0.0663076405250757,0.116122517670818,0,0.0188488724335241,0.469202288791653,0.687647256815887,0.0299562436889936,0.222484012117132,0.0599124873779872,0.312352743184113,3,0,3510000,"3510000",NA,NA
"258",1505000,"WONDERVIEW SCHOOL DISTRICT","2436 Hwy 95
Hattieville
AR - 72063",261,"WONDERVIEW SCHOOL DISTRICT",460,0.176086956521739,0.180434782608696,0.0739130434782609,0,0.606521739130435,0.93695652173913,0.00869565217391304,0.0326086956521739,0.0217391304347826,0.0630434782608696,1,0,1505000,"1505000",-92.7306785,35.3272171
"259",1304000,"WOODLAWN SCHOOL DISTRICT","6760 Hwy 63
Rison
AR - 71665",262,"WOODLAWN SCHOOL DISTRICT",559,0.0840787119856887,0.148479427549195,0.0035778175313059,0.0161001788908766,0.429338103756708,0.926654740608229,0.0339892665474061,0.0035778175313059,0.035778175313059,0.073345259391771,5,0,1304000,"1304000",-92.0408499,33.9677884
"260",1905000,"WYNNE SCHOOL DISTRICT","800 East Jackson
Wynne
AR - 72396",263,"WYNNE SCHOOL DISTRICT",2605,0.0456813819577735,0.139347408829175,0.00882917466410749,0.00690978886756238,0.574664107485605,0.65489443378119,0.0268714011516315,0.296353166986564,0.0218809980806142,0.34510556621881,2,0,1905000,"1905000",-90.7831195,35.2296479
"261",4502000,"YELLVILLE-SUMMIT SCHOOL DISTRICT.","1124 N Panther Ave.
Yellville
AR - 72687",264,"YELLVILLE-SUMMIT SCHOOL DISTRICT.",788,0.049492385786802,0.154822335025381,0.0545685279187817,0,0.751269035532995,0.953045685279188,0.0152284263959391,0.00888324873096447,0.0228426395939086,0.0469543147208122,1,0,4502000,"4502000",-92.689327,36.2392044
